,Filepath,Label
2261,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild822.png,Mild
2262,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe944.png,Severe
2263,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr1361.png,Proliferate_DR
2264,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1188.png,Mild
2265,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2434.png,Mild
2266,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild433.png,Mild
2267,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe355.png,Severe
2268,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild146.png,Mild
2269,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate128.png,Moderate
2270,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2587.png,Severe
2271,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild48.png,Mild
2272,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe833.png,Severe
2273,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe831.png,Severe
2274,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2714.png,Proliferate_DR
2275,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate655.png,Moderate
2276,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2412.png,Proliferate_DR
2277,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1516.png,Moderate
2278,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1473.png,Mild
2279,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1006.png,Mild
2280,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\0afbeeef0ff7.png,No_DR
2281,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate442.png,Moderate
2282,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2623.png,Mild
2283,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2074.png,Proliferate_DR
2284,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe307.png,Severe
2285,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild18.png,Mild
2286,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2006.png,Severe
2287,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr658.png,Proliferate_DR
2288,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1124.png,Moderate
2289,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1242.png,Moderate
2290,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2437.png,Moderate
2291,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\9c14ce27cbfc.png,No_DR
2292,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1392.png,Severe
2293,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1277.png,Severe
2294,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate86.png,Moderate
2295,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2570.png,Moderate
2296,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2865.png,Mild
2297,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\e12df54e0d1e.png,No_DR
2298,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe178.png,Severe
2299,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1908.png,Severe
2300,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\4ccee4db09b6.png,No_DR
2301,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1688.png,Moderate
2302,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild250.png,Mild
2303,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr194.png,Proliferate_DR
2304,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\06586082a24d.png,No_DR
2305,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr810.png,Proliferate_DR
2306,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr1102.png,Proliferate_DR
2307,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\ff03f74667df.png,No_DR
2308,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2082.png,Moderate
2309,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe302.png,Severe
2310,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2275.png,Moderate
2311,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1768.png,Moderate
2312,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\4860f7813654.png,No_DR
2313,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2805.png,Proliferate_DR
2314,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate666.png,Moderate
2315,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\d02b79fc3200.png,No_DR
2316,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe185.png,Severe
2317,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe784.png,Severe
2318,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1407.png,Mild
2319,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2880.png,Proliferate_DR
2320,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2271.png,Mild
2321,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate353.png,Moderate
2322,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe707.png,Severe
2323,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr457.png,Proliferate_DR
2324,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2964.png,Proliferate_DR
2325,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr823.png,Proliferate_DR
2326,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe575.png,Severe
2327,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2963.png,Mild
2328,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\bf87aedf2489.png,No_DR
2329,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr1565.png,Proliferate_DR
2330,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr104.png,Proliferate_DR
2331,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2891.png,Mild
2332,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\b9fe7da14a32.png,No_DR
2333,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\28503940d10b.png,No_DR
2334,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr1465.png,Proliferate_DR
2335,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1674.png,Moderate
2336,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\537e5c578f40.png,No_DR
2337,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1083.png,Mild
2338,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\a06a63d866b2.png,No_DR
2339,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2536.png,Moderate
2340,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2155.png,Proliferate_DR
2341,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1896.png,Mild
2342,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2196.png,Mild
2343,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild24.png,Mild
2344,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate560.png,Moderate
2345,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1956.png,Mild
2346,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2027.png,Moderate
2347,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate641.png,Moderate
2348,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate715.png,Moderate
2349,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild15.png,Mild
2350,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\51af8a689511.png,No_DR
2351,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr1696.png,Proliferate_DR
2352,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1831.png,Mild
2353,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\de4cdabbce6d.png,No_DR
2354,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1371.png,Moderate
2355,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe40.png,Severe
2356,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate225.png,Moderate
2357,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1468.png,Severe
2358,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate966.png,Moderate
2359,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2730.png,Mild
2360,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\393fa5a023a5.png,No_DR
2361,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr388.png,Proliferate_DR
2362,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1363.png,Mild
2363,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate228.png,Moderate
2364,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1038.png,Severe
2365,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\73ef3c3dcbe4.png,No_DR
2366,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1491.png,Mild
2367,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1152.png,Moderate
2368,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr460.png,Proliferate_DR
2369,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild775.png,Mild
2370,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\519c6e8f78dc.png,No_DR
2371,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1135.png,Moderate
2372,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe701.png,Severe
2373,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr1986.png,Proliferate_DR
2374,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1878.png,Mild
2375,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr1646.png,Proliferate_DR
2376,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr433.png,Proliferate_DR
2377,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2876.png,Mild
2378,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr1691.png,Proliferate_DR
2379,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1781.png,Moderate
2380,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate323.png,Moderate
2381,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1175.png,Severe
2382,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr121.png,Proliferate_DR
2383,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1186.png,Moderate
2384,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\cc964bf04dbc.png,No_DR
2385,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\a5bb85afc6e8.png,No_DR
2386,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr1331.png,Proliferate_DR
2387,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr628.png,Proliferate_DR
2388,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr346.png,Proliferate_DR
2389,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate212.png,Moderate
2390,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\916915f01e17.png,No_DR
2391,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe15.png,Severe
2392,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2087.png,Moderate
2393,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr1686.png,Proliferate_DR
2394,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate974.png,Moderate
2395,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1823.png,Moderate
2396,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2767.png,Proliferate_DR
2397,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2096.png,Moderate
2398,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate551.png,Moderate
2399,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr588.png,Proliferate_DR
2400,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1148.png,Severe
2401,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe85.png,Severe
2402,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\de730033c683.png,No_DR
2403,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2648.png,Proliferate_DR
2404,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1945.png,Severe
2405,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2497.png,Moderate
2406,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1192.png,Mild
2407,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\6a2642131e4a.png,No_DR
2408,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild580.png,Mild
2409,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1592.png,Severe
2410,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1026.png,Severe
2411,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr1873.png,Proliferate_DR
2412,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2177.png,Mild
2413,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate354.png,Moderate
2414,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1886.png,Mild
2415,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2662.png,Severe
2416,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild21.png,Mild
2417,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe364.png,Severe
2418,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate554.png,Moderate
2419,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1851.png,Mild
2420,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe97.png,Severe
2421,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2092.png,Moderate
2422,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1830.png,Moderate
2423,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\10bf25731c08.png,No_DR
2424,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate10.png,Moderate
2425,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1608.png,Severe
2426,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\a1eb88562239.png,No_DR
2427,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2597.png,Mild
2428,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2996.png,Moderate
2429,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate166.png,Moderate
2430,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2215.png,Mild
2431,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\fe3f62695b2d.png,No_DR
2432,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\e246cd89e1cc.png,No_DR
2433,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild815.png,Mild
2434,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2744.png,Moderate
2435,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2520.png,Moderate
2436,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\c4aef0d88d1b.png,No_DR
2437,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2116.png,Mild
2438,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1145.png,Mild
2439,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\d807c53c1399.png,No_DR
2440,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild398.png,Mild
2441,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe186.png,Severe
2442,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild595.png,Mild
2443,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2848.png,Severe
2444,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\07596907347b.png,No_DR
2445,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1967.png,Moderate
2446,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr138.png,Proliferate_DR
2447,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\9ae54843c69a.png,No_DR
2448,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1374.png,Moderate
2449,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2698.png,Severe
2450,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr1544.png,Proliferate_DR
2451,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2035.png,Mild
2452,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2651.png,Moderate
2453,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1013.png,Severe
2454,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1293.png,Moderate
2455,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\e03a74e7d74f.png,No_DR
2456,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2207.png,Proliferate_DR
2457,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1240.png,Mild
2458,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate972.png,Moderate
2459,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild203.png,Mild
2460,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1867.png,Severe
2461,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe995.png,Severe
2462,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate843.png,Moderate
2463,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2640.png,Severe
2464,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\0d9a9896f801.png,No_DR
2465,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr1264.png,Proliferate_DR
2466,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2482.png,Proliferate_DR
2467,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild221.png,Mild
2468,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2947.png,Mild
2469,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2727.png,Severe
2470,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2805.png,Severe
2471,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2918.png,Moderate
2472,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe735.png,Severe
2473,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\37c523296d42.png,No_DR
2474,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr712.png,Proliferate_DR
2475,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate372.png,Moderate
2476,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe211.png,Severe
2477,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\0773a1c326ad.png,No_DR
2478,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr1275.png,Proliferate_DR
2479,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe897.png,Severe
2480,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1762.png,Moderate
2481,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\93a1b984de84.png,No_DR
2482,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2866.png,Severe
2483,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe496.png,Severe
2484,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1306.png,Severe
2485,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2160.png,Mild
2486,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1188.png,Severe
2487,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2001.png,Mild
2488,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate168.png,Moderate
2489,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1105.png,Moderate
2490,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\226c6ceb9185.png,No_DR
2491,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1811.png,Severe
2492,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr2497.png,Proliferate_DR
2493,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1172.png,Severe
2494,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\6c9c902a97de.png,No_DR
2495,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate205.png,Moderate
2496,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\53ddae6a619e.png,No_DR
2497,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr1161.png,Proliferate_DR
2498,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\8d13c46e7d75.png,No_DR
2499,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1195.png,Moderate
2500,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate174.png,Moderate
2501,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate487.png,Moderate
2502,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2666.png,Severe
2503,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2288.png,Mild
2504,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate472.png,Moderate
2505,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe107.png,Severe
2506,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2176.png,Mild
2507,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate948.png,Moderate
2508,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1972.png,Severe
2509,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1940.png,Moderate
2510,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr1241.png,Proliferate_DR
2511,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1352.png,Moderate
2512,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe2751.png,Severe
2513,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe246.png,Severe
2514,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2916.png,Moderate
2515,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild1215.png,Mild
2516,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild425.png,Mild
2517,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild185.png,Mild
2518,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\d56d32a1d62d.png,No_DR
2519,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe685.png,Severe
2520,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2541.png,Moderate
2521,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\996f9bba4ef0.png,No_DR
2522,D:\Documents\Final Year Project\gaussian_filtered_images\Mild\fundus_img_mild2748.png,Mild
2523,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr231.png,Proliferate_DR
2524,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate2174.png,Moderate
2525,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe1394.png,Severe
2526,D:\Documents\Final Year Project\gaussian_filtered_images\No_DR\b0b3b16fc305.png,No_DR
2527,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe462.png,Severe
2528,D:\Documents\Final Year Project\gaussian_filtered_images\Moderate\fundus_img_moderate1458.png,Moderate
2529,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr217.png,Proliferate_DR
2530,D:\Documents\Final Year Project\gaussian_filtered_images\Proliferate_DR\fundus_img_pdfr1773.png,Proliferate_DR
2531,D:\Documents\Final Year Project\gaussian_filtered_images\Severe\fundus_img_severe562.png,Severe
